2024-06-27 21:21:24.183 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 10 seconds.
2024-06-27 21:26:31.647 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 21:26:32.249 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(54.8), np.float64(25.78)]
2024-06-27 21:26:32.249 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 21:26:32.846 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(54.8), np.float64(25.78)]
2024-06-27 21:26:32.846 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 21:26:33.449 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(54.8), np.float64(25.78)]
2024-06-27 21:26:33.450 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 21:34:51.992 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 10 seconds.
2024-06-27 22:14:35.630 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 10 seconds.
2024-06-27 22:16:06.541 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 10 seconds.
2024-06-27 22:16:59.541 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 10 seconds.
2024-06-27 22:18:16.811 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 10 seconds.
2024-06-27 22:18:36.768 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 10 seconds.
2024-06-27 22:47:34.567 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 10 seconds.
2024-06-27 22:48:01.797 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 10 seconds.
2024-06-27 22:53:52.666 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 10 seconds.
2024-06-27 23:29:36.375 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:36.378 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:36.485 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:36.486 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:36.590 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:36.592 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:36.695 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:36.697 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:36.801 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:36.803 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:36.906 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:36.908 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:37.012 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:37.013 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:37.119 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:37.121 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:37.232 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:37.236 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:37.340 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:37.342 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:37.445 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:37.447 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:37.552 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:37.553 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:37.655 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:37.657 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:37.760 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:37.762 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:37.868 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:37.870 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:37.973 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:37.975 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:38.078 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:38.080 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:38.184 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:38.186 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:38.291 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:38.293 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:38.397 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:38.399 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:38.502 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:38.505 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:38.611 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:38.611 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:38.715 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:38.716 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:38.820 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:38.822 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:38.925 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:38.927 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:39.031 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:39.033 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:39.137 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:39.138 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:39.243 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:39.245 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:39.357 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:39.360 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:39.464 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:39.466 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:39.569 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:39.571 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:39.676 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:39.678 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:39.783 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:39.785 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:39.891 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:39.893 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:39.996 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:39.998 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:40.102 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:40.104 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:40.208 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:40.209 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:40.313 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:40.315 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:40.421 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:40.423 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:40.528 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:40.530 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:40.635 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:40.637 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:40.741 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:40.742 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:40.847 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:40.849 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:40.952 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:40.953 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:41.059 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:41.061 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:41.164 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:41.166 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:41.269 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:41.270 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:41.376 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:41.378 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:41.489 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:41.491 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:41.598 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:41.600 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:41.705 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:41.707 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:41.814 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:41.816 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:41.921 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:41.923 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:42.028 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:42.030 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:42.133 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:42.134 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:42.238 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:42.240 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:42.349 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:42.351 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:42.461 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:42.464 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:42.578 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:42.581 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:42.689 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:42.692 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:42.798 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:42.799 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:42.906 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:42.908 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:43.012 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:43.014 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:43.124 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:43.126 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:43.235 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:43.238 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:43.346 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:43.347 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:43.450 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:43.452 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:43.563 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:43.566 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:43.671 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:43.672 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:43.777 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:43.779 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:43.884 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:43.886 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:43.991 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:43.993 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:44.101 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:44.103 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:44.208 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:44.209 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:44.313 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:44.315 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:44.419 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:44.421 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:44.526 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:44.528 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:44.640 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:44.641 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:44.745 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:44.747 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:44.851 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:44.853 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:44.959 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:44.960 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:45.063 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:45.065 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:45.170 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:45.172 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:45.277 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:45.279 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:45.382 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:45.384 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:45.491 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:45.492 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:45.598 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:45.600 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:45.713 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:45.717 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:45.821 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:45.823 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:45.927 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:45.929 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:46.035 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:46.035 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:46.140 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:46.142 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:46.247 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:46.249 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:46.352 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:46.355 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:46.460 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:46.462 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:46.567 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:46.569 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:46.674 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
